program_id,program_title,current_state,proposed_status,action,proposed_db_actions,evidence,notes,blockers
6820ASCERT,Cardiovascular Perfusion,"{""delivery_facts"":{""authoritative_raw"":""The Advanced Certificate in Cardiovascular Perfusion program is two years in length, consisting of a first year of online learning, followed by a second year of full-time clinical rotations. The first academic year consists of three semesters of online distance courses. During this year students gain the fundamental knowledge required for entry to the clinical rotations. A strong understanding of cardiothoracic anatomy, physiology and pharmacology is essential knowledge in order to grasp the physical principles of perfusion science. An emphasis on cardiothoracic pathophysiology, as well as surgical techniques, is introduced early in order to prepare for clinical. Students are expected to spend approximately 15-20 hours/week completing coursework, including online group discussions, instructor-directed problem solving/quizzes, and peer-reviewed lectures. Upon successful completion of the first year, students enter an intensive, full-time, 45-week clinical rotation where they train alongside qualified clinical perfusionists in the hospital setting, using the experience to complete clearly defined clinical year objectives. The majority of this clinical year is spent learning the theoretical and practical application of safe cardiopulmonary bypass, as well as taking part in class days, wet lab work, lectures and student presentations. Students are taught to communicate effectively with members of the health care team, patients and their families. Students learn to use reason, analysis, calculations, problem solving, critical thinking, and other learning skills to acquire knowledge, and to comprehend and synthesize complex situations. Students must be prepared for achieving and maintaining a high level of knowledge and clinical competence, as well as having a distinct awareness of the consequence of error in judgment and/or skill. Under supervision, students are assessed on how safely and effectively they work in often stressful situations. Clinical site rotations are assigned to students by BCIT faculty. Although student input is used for site assignments, there is no guarantee that all learners will receive their preferred placements. Site assignments require that students travel and make arrangements for accommodation in out of town sites according to the length of each rotation. The duration of the clinical courses are two and three weeks (two courses) and 14 weeks (two courses) and 15 weeks (one course). Complete clinical schedules will be available to students three months prior to beginning the clinical year. The hospitals listed below will provide clinical placements: Clinical site partners BC Children’s Hospital Foothills Medical Centre Kelowna General Hospital Mazankowski Alberta Heart Institute Regina General Hospital Royal Columbian Hospital Royal Jubilee Hospital Royal University Hospital St. Boniface Hospital St. Paul’s Hospital Vancouver General Hospital Halifax Infirmary Program length Two years in length, consisting of a first year of part-time distance learning, followed by a second year of full-time clinical rotations. Accreditation This program is accredited by the Health Standards Organization (HSO) and its affiliate accreditation (AC) through their new EQUAL Canada program . Program delivery In person: This program is delivered on campus. Program location The first-year didactic courses are offered through online learning . The Cardiovascular Perfusion lab is located at the Aerospace Technology Campus in Richmond, BC. Go back Courses Next up Graduating & Jobs"",""duration_years"":null,""intake_months"":[],""international_eligibility"":""Refer to official program page"",""last_checked"":""2026-09-08"",""program_id"":""6820ASCERT"",""source_url"":""https://www.bcit.ca/programs/cardiovascular-perfusion-advanced-certificate-part-time-6820ascert/"",""terms_per_year"":null,""total_credits"":""119.5""},""international_conditions"":[],""international_rule_sets"":[],""legacy_accepts_international_students"":null}",UNKNOWN_NOT_PUBLISHED,SKIP,[],[],"[""Unknown: no database actions; list absence/missing flags never imply rejection.""]",[]
6957ACERT,Applied Web Development,"{""delivery_facts"":{""authoritative_raw"":""AWD is not available to International students. This program was not designed for full-time delivery or for those on short funding timelines. It was designed for part-time delivery, and most students complete AWD in just over two years, part-time, one course at a time. The Applied Web Development (AWD) program is built on hand-coding web development skills using HTML5 and CSS3, following industry standards. The core curriculum also includes computer science foundation courses. Key topics Web development & design Best practices for hand-coding with HTML5, CSS3, and JavaScript Advanced JavaScript for Front-end and Back-end web development Database development Data modeling & entity relationships Relational database design & SQL programming Software development life cycle Business Analysis and Systems Design Determining user requirements and storytelling Diagramming tools, use cases, business processes, & documentation Professional & collaboration skills Group work & presentation skills Elective options Front-End Development: React.js, Angular and Vue.js Back-End Development: Node.js, PHP and Go UX/UI Development IT Project Management Course load & fast-track options Designed for 1-2 courses per term (evenings & weekends) COMP 1002- Applied Computer Concepts is the recommended prerequisite for all courses in this program Due to prerequisites and scheduling, AWD cannot typically be completed in less than 3 terms. Please email cstflex@bcit.ca for fast-track course planning options Some students may complete AWD in one year by: Taking the compressed 6-week courses ( COMP 1850 & COMP 2132 ) during the day at the Downtown Campus, this is twice the weekly workload and class hours. Completing the remaining courses evenings and weekends. Most students complete AWD in just over 2 years with 1 course per term. Computer requirements To participate in COMP courses, students must have: A current-model PC desktop or laptop capable of running Windows 11 A webcam and microphone High-speed internet access Some courses use two-way audio/video and require group work outside of class. Students must be computer literate. If you have questions, contact cstflex@bcit.ca . Start with just one course – COMP 1850 Web Design and Development with HTML Program delivery Blended: This program is delivered partly on campus and partly online. Some COMP courses are delivered entirely online and others are entirely on campus. A few course sections in AWD have a blended delivery with synchronous on campus classes, and others have synchronous online classes, while both options include required asynchronous online components. Program location Courses may be offered at the following locations: Burnaby Campus 3700 Willingdon Avenue Burnaby, BC Downtown Campus 555 Seymour Street Vancouver, BC Online Learning Program abandonment Students approved for a Flexible Learning (Part-time Studies) program are expected to register and complete courses on a continuous basis. A student that has not completed a course from their approved program of study over a period of three consecutive academic terms will be considered to have abandoned the program. Throughout the duration of the program, a student is permitted a maximum of five academic terms where they are not required to register and complete a course from their approved program of study. Students who exceed the five term maximum will be considered to have abandoned the program. Students who have abandoned their approved program of study and wish to be reinstated will be required to apply for program approval for a current credential. BCIT cannot guarantee that courses taken prior to this reapplication will be credited towards the current credential. BCIT Policy 5103 - Student Evaluation [PDF] permits a maximum of three attempts to successfully complete each course within a credential. Go back Courses Next up Graduating & Jobs"",""duration_years"":null,""intake_months"":[],""international_eligibility"":""Refer to official program page"",""last_checked"":""2026-09-08"",""program_id"":""6957ACERT"",""source_url"":""https://www.bcit.ca/programs/applied-web-development-associate-certificate-part-time-6957acert/"",""terms_per_year"":null,""total_credits"":""24.0""},""international_conditions"":[],""international_rule_sets"":[],""legacy_accepts_international_students"":null}",UNKNOWN_NOT_PUBLISHED,SKIP,[],[],"[""Unknown: no database actions; list absence/missing flags never imply rejection.""]",[]
6958ACERT,Applied Software Development (ASD),"{""delivery_facts"":{""authoritative_raw"":""Software developers will also need to have Applied Computer Information Systems (ACIS) skills which include: computer and file management, web development, mathematics, database and communications. Applied Software Development (ASD) is a part-time associate certificate program that was designed for delivery of one (1) course per term with completion in around two (2) years part-time. Those students able to complete two (2) courses per term could complete ASD and ACIS simultaneously in two (2) years, at night and on weekends. Together ASD and ACIS can provide over 70% of the Computer Systems Certificate (CSC) . Each COMP course in this program requires a total time commitment of 12-15 hours per week or a minimum of 100 hours with homework. The ASD program requires a total commitment of over 1,000 hours for most students. Note: Flexible Learning was not designed for full-time delivery or for those on funding timelines. International Students: ASD is not open to international students as the program cannot be completed with 9 credits per term. In order to maintain minimum credits for study permits, please consider CSC which is reopened to international students. Computer hardware and Internet requirements Students must provide a current model PC desktop or laptop with a webcam, microphone and have high-speed internet access. COMP courses may use two-way audio and video as well as group work outside of class. Participants must be computer literate in order to participate and complete each COMP course. Please contact the department via email: cstflex@bcit.ca if you have any questions. ASD was not designed for full-time delivery or for those on funding timelines. This program was designed for part-time delivery of one or two courses per term. Most students complete ASD in around two (2) years part-time, at night and on weekends. Please complete COMP 2509 prior to COMP 2831, and choose only one (1) of any higher-level programming course per term, ASD is a sub-set of the Computer Systems Certificate (CSC) and CST FLEX Diploma program, focused on programming languages, designed and delivered by industry experts, and includes a variety of integrated software development environments. Credit Overlap: The follow-on advanced web software application development program was designed for students not moving on to the CST Diploma. Web and Mobile Application Development Associate Certificates require a minimum of 25% unique credits. It is not possible to earn multiple BCIT credentials using all the same credits. Please Note: Students must complete COMP 1516 with 70% or better before declaring ASD. Program delivery Blended: This program is delivered partly on campus and partly online. This program may offer a choice of course deliveries: some courses are entirely on campus, others are blended, in-person on campus with required online components. A selection of courses are delivered synchronously online, but may require scheduled in campus exams. Program location Courses may be offered at the following locations: Burnaby Campus 3700 Willingdon Avenue Burnaby, BC Downtown Campus 555 Seymour Street Vancouver, BC Online Learning Continue your education BCIT offers part-time students the opportunity to complete a series of credential programs, ultimately leading to a Bachelor of Science in Applied Computer Science. These first three credentials ladder towards the CST Diploma and the first two Associate Certificates, ASD & ACIS may be taken simultaneously. If you apply and qualify, you can earn the following credentials: Applied Software Development (ASD) - Associate Certificate Applied Computer Information Systems (ACIS) - Associate Certificate Computer Systems Certificate (CSC) Computer Systems Technology Diploma (CST) Bachelor of Science in Applied Computer Science Program abandonment Students approved for a Flexible Learning (Part-time Studies) program are expected to register and complete courses on a continuous basis. A student that has not completed a course from their approved program of study over a period of three consecutive academic terms will be considered to have abandoned the program. Throughout the duration of the program, a student is permitted a maximum of five academic terms where they are not required to register and complete a course from their approved program of study. Students who exceed the five term maximum will be considered to have abandoned the program. Students who have abandoned their approved program of study and wish to be reinstated will be required to apply for program approval for a current credential. BCIT cannot guarantee that courses taken prior to this reapplication will be credited towards the current credential. BCIT Policy 5103 - Student Evaluation [PDF] permits a maximum of three attempts to successfully complete each course within a credential. Go back Courses Next up Graduating & Jobs"",""duration_years"":null,""intake_months"":[],""international_eligibility"":""Refer to official program page"",""last_checked"":""2026-09-08"",""program_id"":""6958ACERT"",""source_url"":""https://www.bcit.ca/programs/applied-software-development-asd-associate-certificate-part-time-6958acert/"",""terms_per_year"":null,""total_credits"":""22.0""},""international_conditions"":[],""international_rule_sets"":[],""legacy_accepts_international_students"":null}",UNKNOWN_NOT_PUBLISHED,SKIP,[],[],"[""Unknown: no database actions; list absence/missing flags never imply rejection.""]",[]
6992ACERT,Applied Computer Information Systems (ACIS),"{""delivery_facts"":{""authoritative_raw"":""Program structure & completion timeline ACIS consists of a minimum of 25 credits, selected from mandatory and elective courses. Designed for 1-2 courses per term (evenings & weekends). Typically completed in at least 5-7 terms due to prerequisites and scheduling. All courses must be completed within five years. Flexible Learning is not designed for students on funding timelines. Prerequisites & admission requirements Each course has prerequisite knowledge requirements. Students must have the necessary background before enrolling. English & Math skills: Students must have Grade 12-level proficiency or equivalent. Expected workload A 12-week COMP course requires 12-15 hours per week, including: 3 hours of synchronous class time, with options for online or on campus 1-2 hours of asynchronous online work 8-12 hours of reading & homework COMP 1002 and COMP 1850 are also offered in a 6-week compressed format for those with some prior experience. These require double the workload (2 classes & twice the homework per week). Fast-track study plan Taking 2 courses per term requires a commitment of 25+ hours per week. Students choosing this path may: Complete ACIS first, then move on to Computer Systems Certificate (CSC). Skip ACIS and focus on CSC . Recommended study plan for ACIS & CSC pathway Term 1: COMP 1002 and COMM 1103 or COMM 1106 Term 2: COMP 1850 and COMP 2010 Term 3: COMP 1114 and COMP 1630 Term 4: COMP 1516 and COMP 2132 Subsequent terms: Complete ACIS or start CSC Program declaration & course registration Students must declare ACIS after completing COMP 1002 to protect completed credits and secure priority registration for COMP 2000+ courses. All COMP 2000+ courses require department approval. Computer requirements To participate in COMP courses, students must have: A current-model PC desktop or laptop capable of running Windows 11 A webcam and microphone High-speed internet access Some courses use two-way audio/video and require group work outside of class. Students must be computer literate. If you have questions, contact cstflex@bcit.ca . Program delivery Blended: This program is delivered partly on campus and partly online. Online: This program is delivered fully online. Program location Courses may be offered at the following locations: Burnaby Campus 3700 Willingdon Avenue Burnaby, BC Downtown Campus 555 Seymour Street Vancouver, BC Online Learning Continue your education BCIT offers part-time students the opportunity to complete a series of credential programs, ultimately leading to a Bachelor of Science in Applied Computer Science. These first three credentials ladder towards the CST Diploma and the first two Associate Certificates, ASD & ACIS may be taken simultaneously. If you apply and qualify, you can earn the following credentials: Applied Software Development (ASD) - Associate Certificate Applied Computer Information Systems (ACIS) - Associate Certificate Computer Systems Certificate (CSC) Computer Systems Technology Diploma (CST) Bachelor of Science in Applied Computer Science Program abandonment Students approved for a Flexible Learning (Part-time Studies) program are expected to register and complete courses on a continuous basis. A student that has not completed a course from their approved program of study over a period of three consecutive academic terms will be considered to have abandoned the program. Throughout the duration of the program, a student is permitted a maximum of five academic terms where they are not required to register and complete a course from their approved program of study. Students who exceed the five term maximum will be considered to have abandoned the program. Students who have abandoned their approved program of study and wish to be reinstated will be required to apply for program approval for a current credential. BCIT cannot guarantee that courses taken prior to this reapplication will be credited towards the current credential. BCIT Policy 5103 - Student Evaluation [PDF] permits a maximum of three attempts to successfully complete each course within a credential. Go back Courses Next up Graduating & Jobs"",""duration_years"":null,""intake_months"":[],""international_eligibility"":""Refer to official program page"",""last_checked"":""2026-09-08"",""program_id"":""6992ACERT"",""source_url"":""https://www.bcit.ca/programs/applied-computer-information-systems-acis-associate-certificate-part-time-6992acert/"",""terms_per_year"":null,""total_credits"":""25.0""},""international_conditions"":[],""international_rule_sets"":[],""legacy_accepts_international_students"":null}",UNKNOWN_NOT_PUBLISHED,SKIP,[],[],"[""Unknown: no database actions; list absence/missing flags never imply rejection.""]",[]
6994ACERT,Applied Database Administration and Design,"{""delivery_facts"":{""authoritative_raw"":""ADAD starts with Relational Database Design with SQL, Business Analysis and Systems Design, Data Quality Improvement, MS PowerShell and MS Server Admin. Students have a variety of elective choices in relational databases and reporting technologies. These include Project Management, MS Excel, MS Fabric, MS Power BI, Visual Analytics with Tableau, plus SQL Server Development and Microsoft Azure with SQL Analytics Tools. This programmay be completed with as few as 7 courses, however delivery was designed for 1-2 courses per term. Due to prerequisites and scheduling it is typically not possible to complete this part-time program in less than 4 terms, at night and on weekends. The foundations of this program include group work, plus how to communicate technical system specifications in writing and make oral presentations in a team environment. Note: Flexible Learning via Part-time Studies was not designed for full-time delivery or for those on funding timelines. Computer hardware and Internet requirements COMP courses may use two-way audio and video as well as group work outside of class. Students must provide their own a MS Windows 11 capable PC with a web cam, microphone, and high-speed internet access. Participants must be computer literate in order to participate and complete each COMP course. If you have any questions, please email Computing Flexible Learning: cstflex@bcit.ca Grading The students will be given a grade for each course based on the listed competencies. In most cases each course carries a mark for individual work; several courses require team work, as well as an individual test. Assignments and exams will be used in the evaluation of students. Program delivery Blended: This program is delivered partly on campus and partly online. Please check the individual course schedule pages. Some COMP courses are delivered entirely online and others are entirely on campus. Several course sections in ADAD have a blended delivery with synchronous on campus classes, and others have synchronous online classes, while both options may include required asynchronous online components. Program location Courses may be offered at the following locations: Burnaby Campus 3700 Willingdon Avenue Burnaby, BC Downtown Campus 555 Seymour Street Vancouver, BC Online Learning Program abandonment Students approved for a Flexible Learning (Part-time Studies) program are expected to register and complete courses on a continuous basis. A student that has not completed a course from their approved program of study over a period of three consecutive academic terms will be considered to have abandoned the program. Throughout the duration of the program, a student is permitted a maximum of five academic terms where they are not required to register and complete a course from their approved program of study. Students who exceed the five term maximum will be considered to have abandoned the program. Students who have abandoned their approved program of study and wish to be reinstated will be required to apply for program approval for a current credential. BCIT cannot guarantee that courses taken prior to this reapplication will be credited towards the current credential. BCIT Policy 5103 - Student Evaluation [PDF] permits a maximum of three attempts to successfully complete each course within a credential. Go back Courses Next up Graduating & Jobs"",""duration_years"":null,""intake_months"":[],""international_eligibility"":""Refer to official program page"",""last_checked"":""2026-09-08"",""program_id"":""6994ACERT"",""source_url"":""https://www.bcit.ca/programs/applied-database-administration-and-design-associate-certificate-part-time-6994acert/"",""terms_per_year"":null,""total_credits"":""24.0""},""international_conditions"":[],""international_rule_sets"":[],""legacy_accepts_international_students"":null}",UNKNOWN_NOT_PUBLISHED,SKIP,[],[],"[""Unknown: no database actions; list absence/missing flags never imply rejection.""]",[]
7100DIPLT,Prosthetics and Orthotics,"{""delivery_facts"":{""authoritative_raw"":""The two-year course of studies combines lectures, labs and practical experience. The curriculum equips graduates to perform thorough assessments and recognize patient challenges, assess individual needs and set patient goals, design customized treatment plans, fabricate individualized prostheses and orthoses, select appropriate materials, and provide patient-focused care. The program relies heavily on volunteer patients, who act as patient simulation models throughout all prosthetics and orthotics courses. Students are supported to directly apply the theory and skills they have learned in the classroom and lab to these patient models, performing assessments, developing treatment plans, and designing, fabricating and evaluating custom devices for them. The Western Canadian provinces BC, Alberta, Saskatchewan, and Manitoba jointly fund the Prosthetics & Orthotics program. BCIT accepts applications every second year on a pro-rated basis from each of the 4 provinces. During their time at BCIT students participate in many exciting clinical settings, such as: Local BC Prosthetics and Orthotics Clinics BC Childrens Hospital Orthopedic Outpatient Clinic Lionsgate Hospital Intensive Rehabilitation Outpatient Program GF Strong Outpatient Prosthetics Clinic New Westminster Spacticity Clinic Motion Lab at Sunnyhill Health Centre Holy Family Hospital Prosthetics Inpatient Clinic Clinical practicum sites across Canada Program length Two years, full-time, with intake in September of even numbered years. Program delivery In person: This program is delivered on campus. Program location Burnaby Campus 3700 Willingdon Avenue Burnaby, BC Go back Courses Next up Graduating & Jobs"",""duration_years"":null,""intake_months"":[],""international_eligibility"":""Refer to official program page"",""last_checked"":""2026-09-08"",""program_id"":""7100DIPLT"",""source_url"":""https://www.bcit.ca/programs/prosthetics-and-orthotics-diploma-full-time-7100diplt/"",""terms_per_year"":null,""total_credits"":""137.5""},""international_conditions"":[],""international_rule_sets"":[],""legacy_accepts_international_students"":null}",UNKNOWN_NOT_PUBLISHED,SKIP,[],[],"[""Unknown: no database actions; list absence/missing flags never imply rejection.""]",[]
7160ADVDIP,Diagnostic Medical Sonography – Cardiac,"{""delivery_facts"":{""authoritative_raw"":""The Cardiac Advanced Diploma is 12 months in length. The first term of the program includes didactic theory courses and labs. Students will have the opportunity to attain all of the required skills in the Sonography Canada National Competency Profile (NCP) for the Cardiac Sonographer. Students will complete the Sonography Canada Canadian Clinical Skills Assessment (CCSA) for the Cardiac Sonographer during the program. Students are advised that travel to clinical placements at their own expense is required. Students are asked to identify site preferences, but it may not be possible to accommodate all requests. Students may be required to complete a clinical rotation outside the Lower Mainland (Vancouver Island, northern or interior BC). Some lower mainland students may be required to attend placements that are lengthy commutes from their homes or difficult to access by bus, yet still considered a local placement. It may be possible for applicants with permanent residences outside of the lower mainland to access some clinical placements in their home area. Students are expected to have access to a computer with a high-speed internet connection and a printer, and to be proficient in the use of the Windows operating system and Microsoft Office (Word, PowerPoint, Excel). Program length 12 months, full-time. Grading All didactic courses require a mark of 65 percent to pass. Clinical courses require satisfactory completion of all competencies. Accreditation This program is accredited by the Health Standards Organization (HSO) and its affiliate Accreditation Canada (EQual) . Program delivery This program is delivered on campus which includes labs and clinical experiences in clinics and hospitals. Program location Burnaby Campus 3700 Willingdon Avenue Burnaby, BC Students will also complete clinical placements in hospitals. Go back Courses Next up Graduating & Jobs"",""duration_years"":null,""intake_months"":[],""international_eligibility"":""Refer to official program page"",""last_checked"":""2026-09-08"",""program_id"":""7160ADVDIP"",""source_url"":""https://www.bcit.ca/programs/diagnostic-medical-sonography-cardiac-advanced-diploma-full-time-7160advdip/"",""terms_per_year"":null,""total_credits"":""72.0""},""international_conditions"":[],""international_rule_sets"":[],""legacy_accepts_international_students"":null}",UNKNOWN_NOT_PUBLISHED,SKIP,[],[],"[""Unknown: no database actions; list absence/missing flags never imply rejection.""]",[]
7485DIPMA,Forest and Natural Areas Management,"{""delivery_facts"":{""authoritative_raw"":""Program length Two years, full-time for a total of 4 terms. This program and the courses within it are not available in a part-time format. Program delivery In person: This program is delivered on campus. The program is delivered in a combination of lecture, lab, and outside field activities. You will be spending much of the two years learning hands-on field skills in all types of weather conditions. Activities may take place on the BCIT Burnaby campus, at local parks, nearby field sites, such as the BCIT Woodlot in Maple Ridge, the Chilliwack Valley, or the North Shore Mountains. Multi-day field trips to locations throughout BC are typically incorporated into second-year classes. Elective streams In Level 3 you will have a choice of one of two elective streams as your area of focus in Level 4. Commercial Forestry Stream: Forest Products and Resources Our forests and natural areas are rich environments that can produce a wide range of cultural, ecological, and economic benefits which go far beyond conventional timber values. These additional natural resources are often known as non-timber forest products (NTFP) and are a multimillion-dollar industry that can be managed sustainably alongside timber objectives. Non-timber forest products include a wide range of commodities including forest-based foods, ornamental products, and plant extracts used to make pharmaceuticals and personal care products. These forest resources are important for many different people, including Indigenous communities, small business owners, wild harvesters, tourists, and the public. This course introduces timber and non-timber forest products that are harvested and distributed in BC and beyond, as well as the facilities that produce the end products. Students will learn about the fundamental economics that drive commodity versus specialty products and the pertinent legislation for the sustainable management and harvesting of forest products. Urban Forestry Stream: Urban Forest Management and Arboriculture Urban forests provide multiple roles and benefits to communities including climate resilience, human well-being, habitat, and biodiversity. They can be described on a continuum from a single tree to a group of trees, to a forest. As a discipline, urban forestry draws from the fields of arboriculture and forestry and often intersects with the built environment – as well as those disciplines that contribute to the built environment, including urban planning, civil engineering, and architecture. Because of this interdisciplinary and evolving space, managing the urban forest requires expertise in both the natural and social sciences, as well as an understanding of the competing land use and management objectives at play. In this course, students will learn how to manage trees and natural areas in the urban environment, as well as what that means considering changing values, goals/objectives, and regional bylaws. Insight into tree biology and physiology, tree selection, preservation, and the specific roles of trees will be provided. Program location Burnaby Campus 3700 Willingdon Avenue Burnaby, BC Continue your education Laddering opportunities exist to the BCIT Bachelor of Technology or Science programs in Ecological Restoration , Geographic Information Systems , and Environmental Engineering . Students need to meet specific conditions to enter each program. For details, please contact the respective program heads. Post-diploma transfer agreements are currently in development for degree programs at Canadian universities with undergraduate forestry degree programs and natural resource management degrees at University of Northern British Columbia, Thompson Rivers University, Royal Roads University, and the University of Alberta. Go back Courses Next up Graduating & Jobs"",""duration_years"":null,""intake_months"":[],""international_eligibility"":""Refer to official program page"",""last_checked"":""2026-09-08"",""program_id"":""7485DIPMA"",""source_url"":""https://www.bcit.ca/programs/forest-and-natural-areas-management-diploma-full-time-7485dipma/"",""terms_per_year"":null,""total_credits"":""112.0""},""international_conditions"":[],""international_rule_sets"":[],""legacy_accepts_international_students"":null}",UNKNOWN_NOT_PUBLISHED,SKIP,[],[],"[""Unknown: no database actions; list absence/missing flags never imply rejection.""]",[]
7950ASCERT,Magnetic Resonance Imaging,"{""delivery_facts"":{""authoritative_raw"":""Program aim The aim of the Magnetic Resonance Imaging (MRI) program is to prepare graduates with the knowledge, critical thinking and technical skills to safely perform high quality diagnostic MRI studies while maintaining a high level of care for the patient. Program goals The goal of the BCIT MRI program is to provide graduates with the necessary tools to integrate theoretical knowledge into clinical practice. The program is committed to providing qualified graduates in appropriate numbers to serve the needs of healthcare providers and patients in BC and across Canada. The program has adopted the standards of the National Competency Profile (NCP) of the Canadian Association of Medical Radiation Technologists (CAMRT). Graduates of the MRI program have the necessary knowledge and skills to: Perform a wide variety of MRI procedures independently Describe the physical principles of MRI and apply them to MRI procedures Integrate theoretical knowledge with clinical skills to provide high quality diagnostic MRI studies Demonstrate critical thinking and problem solving skills Identify anatomical structures Analyze images for the identification of pathological conditions Critique MRI studies for image quality Adapt studies as needed based upon patient and related circumstances Provide safe and effective patient care as it relates to the MRI environment Ensure safety for self, staff and patients Demonstrate life-long learning and professional growth Program length The maximum time to complete the program is three years. It is recommended that students complete the theory courses for the program within two years (six terms) and that students enroll in the 16-week clinical experience upon completing their last theory course. Approach to completing the program Students have some flexibility in how they approach the required program studies. The following is recommended: MIMG 7200 is the first course as it is a prerequisite for all other theory courses in the program. The remaining theory courses (MIMG 7202, 7210, 7220, 7230, and 7240) be completed within five terms (eighteen months) before the start of the 16 week practicum. MIMG 7240 be taken as the last course and completed just prior to beginning the clinical practicum. A recommended approach for completing the program is as follows: Term 1 - MIMG 7200 Term 2 - MIMG 7202 and/or MIMG 7210 Term 3 - MIMG 7210 and/or MIMG 7220 and/or MIMG 7230 Term 4 - MIMG 7220 and/or MIMG 7210 and/or MIMG 7230 Term 5 - MIMG 7230 and/or MIMG 7240 Term 6 - MIMG 7240 Term 7 or 8 - MIMG 8200 MRI Clinical Practicum*. *Students will be required to do a full-time (equivalent to typical working hours) 16-week (4 month) MRI clinical experience at an approved clinical site to meet the clinical requirements of the program. During your clinical term, you must be available to work varying shifts, which include weekdays, evening, nights and weekends. MIMG 8200 is available in the January, May, and September terms. Any other approach should be discussed with the program head to ensure that it will meet your learning goals and BCIT's requirements. CAMRT preparation guide and practice exams Online practice exams are available for students in the program. These exams are for review only and do not count towards program marks. Students can take these practice exams while doing their clinical experience. Accreditation This program is accredited by the Health Standards Organization (HSO) and its affiliate accreditation (AC) through their new EQUAL Canada program . Program delivery Online: This program is delivered fully online. Studies may begin at the start of the next term following acceptance in the program. The online theory courses (MIMG 7xxx series) can be done in any of the three 12-week terms in which they are offered. The 12-week terms are: Winter (January to April) Spring (April to July) Fall (September to December) MIMG 8200 is a 16-week full-time (equivalent to working hours) clinical experience that students are required to do at an approved clinical site following the successful completion of their theory courses. MIMG 8200 is generally done starting in January, May, or September. Program location Courses are offered through online learning . Continue your education Graduates of the BCIT MRI Advanced Certificate can transfer up to 40 credits into the elective courses of the Bachelor of Health Science – Magnetic Resonance Imaging Option. Go back Courses Next up Graduating & Jobs"",""duration_years"":null,""intake_months"":[],""international_eligibility"":""Refer to official program page"",""last_checked"":""2026-09-08"",""program_id"":""7950ASCERT"",""source_url"":""https://www.bcit.ca/programs/magnetic-resonance-imaging-advanced-certificate-part-time-7950ascert/"",""terms_per_year"":null,""total_credits"":""40.0""},""international_conditions"":[],""international_rule_sets"":[],""legacy_accepts_international_students"":null}",UNKNOWN_NOT_PUBLISHED,SKIP,[],[],"[""Unknown: no database actions; list absence/missing flags never imply rejection.""]",[]
7975DIPMA,Magnetic Resonance Imaging,"{""delivery_facts"":{""authoritative_raw"":""Program aim The aim of the Magnetic Resonance Imaging (MRI) program is to prepare graduates with the knowledge, critical thinking and technical skills to safely perform high quality diagnostic MRI studies while maintaining a high level of care for the patient. Program goals The goal of the BCIT MRI program is to provide graduates with the necessary tools to integrate theoretical knowledge into clinical practice. The program is committed to providing qualified graduates in appropriate numbers to serve the needs of healthcare providers and patients in BC. The program has adopted the standards of the National Competency Profile (NCP) of the Canadian Association of Magnetic Radiation Technologists (CAMRT). Graduates of the MRI program have the necessary knowledge and skills to: Perform a wide variety of MRI procedures independently Describe the physical principles of MRI and apply them to MRI procedures Integrate theoretical knowledge with clinical skills to provide high quality diagnostic MRI studies Demonstrate critical thinking and problem solving skills Identify anatomical structures Analyze images for the identification of pathological conditions Critique MRI studies for image quality Adapt studies as needed based upon patient and related circumstances Provide safe and effective patient care as it relates to the MRI environment Ensure safety for self, staff and patients Demonstrate life-long learning and professional growth These goals will be achieved through intensive face-to-face, blended and online theoretical courses. Fundamental healthcare skills will be taught, while mastering MRI specific content. Critical thinking and hands-on experience will be practiced through labs and simulation. Three clinical terms, with a total length of one year, will create job ready technologists and the ability to contribute to this quickly expanding healthcare profession. Program length Two years, full-time beginning in January each year. Three clinical terms will be scheduled within this time frame. Grading All didactic (instructional) courses require 65% to pass. All clinical experience is competency based and therefore has satisfactory/unsatisfactory grading. To continue from one level of the program to the next, all courses must be successfully completed in each level. To graduate, all courses must be successfully completed. Accreditation This program is accredited by the Health Standards Organization (HSO) and its affiliate accreditation (AC) through their new EQUAL Canada program . Program delivery In person: This program is delivered on campus. Program location Burnaby Campus 3700 Willingdon Avenue Burnaby, BC Go back Courses Next up Graduating & Jobs"",""duration_years"":null,""intake_months"":[],""international_eligibility"":""Refer to official program page"",""last_checked"":""2026-09-08"",""program_id"":""7975DIPMA"",""source_url"":""https://www.bcit.ca/programs/magnetic-resonance-imaging-diploma-full-time-7975dipma/"",""terms_per_year"":null,""total_credits"":""125.5""},""international_conditions"":[],""international_rule_sets"":[],""legacy_accepts_international_students"":null}",UNKNOWN_NOT_PUBLISHED,SKIP,[],[],"[""Unknown: no database actions; list absence/missing flags never imply rejection.""]",[]
